ID,Anchor
HEL_CA5855AA_AS,hpAsia2
HEL_CA5870AA_AS,hpAsia2
HEL_CA5878AA_AS,hpAsia2
HEL_CA5887AA_AS,hpAsia2
HEL_CA5892AA_AS,hpAsia2
HEL_CA5897AA_AS,hpAsia2
HEL_CA5908AA_AS,hpAsia2
HEL_CA5911AA_AS,hpAsia2
HEL_CA5947AA_AS,hpAsia2
HEL_CA5962AA_AS,hpAsia2
HEL_CA5963AA_AS,hpAsia2
HEL_CA5965AA_AS,hpAsia2
HEL_CA5968AA_AS,hpAsia2
HEL_CA5969AA_AS,hpAsia2
HEL_CA5971AA_AS,hpAsia2
HEL_CA5973AA_AS,hpAsia2
HEL_CA5975AA_AS,hpAsia2
HEL_CA5976AA_AS,hpAsia2
HEL_CA5978AA_AS,hpAsia2
HEL_CA5979AA_AS,hpAsia2
HEL_CA5980AA_AS,hpAsia2
HEL_CA5981AA_AS,hpAsia2
HEL_CA5982AA_AS,hpAsia2
HEL_CA5983AA_AS,hpAsia2
HEL_CA5985AA_AS,hpAsia2
HEL_CA5986AA_AS,hpAsia2
HEL_CA5987AA_AS,hpAsia2
HEL_CA5988AA_AS,hpAsia2
HEL_CA5989AA_AS,hpAsia2
HEL_CA5992AA_AS,hpAsia2
HEL_CA5995AA_AS,hpAsia2
HEL_CA5996AA_AS,hpAsia2
HEL_CA6004AA_AS,hpAsia2
HEL_CA6015AA_AS,hpAsia2
HEL_CA6016AA_AS,hpAsia2
HEL_CA6017AA_AS,hpAsia2
HEL_CA6029AA_AS,hpAsia2
HEL_CA6031AA_AS,hpAsia2
HEL_CA6041AA_AS,hpAsia2
HEL_CA6049AA_AS,hpAsia2
HEL_CA6054AA_AS,hpAsia2
HEL_CA6061AA_AS,hpAsia2
HEL_CA6062AA_AS,hpAsia2
HEL_CA6063AA_AS,hpAsia2
HEL_CA6081AA_AS,hpAsia2
HEL_CA6098AA_AS,hpAsia2
HEL_CA6101AA_AS,hpAsia2
HEL_CA6103AA_AS,hpAsia2
HEL_CA6109AA_AS,hpAsia2
HEL_CA6110AA_AS,hpAsia2
HEL_CA6111AA_AS,hpAsia2
HEL_CA6112AA_AS,hpAsia2
HEL_CA6113AA_AS,hpAsia2
HEL_CA6114AA_AS,hpAsia2
HEL_CA6115AA_AS,hpAsia2
HEL_CA6117AA_AS,hpAsia2
HEL_CA6119AA_AS,hpAsia2
HEL_CA6122AA_AS,hpAsia2
HEL_CA6124AA_AS,hpAsia2
HEL_CA6127AA_AS,hpAsia2
HEL_CA6128AA_AS,hpAsia2
HEL_CA6130AA_AS,hpAsia2
HEL_CA6131AA_AS,hpAsia2
HEL_CA6138AA_AS,hpAsia2
HEL_CA6141AA_AS,hpAsia2
HEL_CA6142AA_AS,hpAsia2
HEL_CA6147AA_AS,hpAsia2
HEL_CA6148AA_AS,hpAsia2
HEL_CA6150AA_AS,hpAsia2
HEL_CA6153AA_AS,hpAsia2
HEL_CA6154AA_AS,hpAsia2
HEL_CA6162AA_AS,hpAsia2
HEL_CA6171AA_AS,hpAsia2
HEL_CA6176AA_AS,hpAsia2
HEL_CA6268AA_AS,hpAsia2
HEL_CA6269AA_AS,hpAsia2
HEL_CA6271AA_AS,hpAsia2
HEL_CA6273AA_AS,hpAsia2
HEL_CA6284AA_AS,hpAsia2
HEL_CA6285AA_AS,hpAsia2
HEL_CA6291AA_AS,hpAsia2
HEL_CA6432AA_AS,hpAsia2
HEL_CA6434AA_AS,hpAsia2
HEL_CA6439AA_AS,hpAsia2
HEL_CA6443AA_AS,hpAsia2
HEL_CA6444AA_AS,hpAsia2
HEL_CA6445AA_AS,hpAsia2
HEL_CA6446AA_AS,hpAsia2
HEL_CA6447AA_AS,hpAsia2
HEL_CA6452AA_AS,hpAsia2
HEL_CA6453AA_AS,hpAsia2
HEL_CA6461AA_AS,hpAsia2
HEL_CA6463AA_AS,hpAsia2
HEL_CA6466AA_AS,hpAsia2
HEL_CA6473AA_AS,hpAsia2
HEL_CA6478AA_AS,hpAsia2
HEL_CA6485AA_AS,hpAsia2
HEL_CA6489AA_AS,hpAsia2
HEL_CA6499AA_AS,hpAsia2
HEL_CA6509AA_AS,hpAsia2
HEL_CA6527AA_AS,hpAsia2
HEL_CA6718AA_AS,hpAsia2
HEL_CA6741AA_AS,hpAsia2
HEL_CA6752AA_AS,hpAsia2
HEL_CA6753AA_AS,hpAsia2
HEL_CA6756AA_AS,hpAsia2
HEL_CA6757AA_AS,hpAsia2
HEL_CA6758AA_AS,hpAsia2
HEL_CA6759AA_AS,hpAsia2
HEL_CA6761AA_AS,hpAsia2
HEL_CA6772AA_AS,hpAsia2
HEL_CA6775AA_AS,hpAsia2
HEL_CA6777AA_AS,hpAsia2
GCA_001939635.1,hpAsia2
GCA_001976105.1,hpAsia2
GCA_001976125.1,hpAsia2
GCA_006438625.1,hpAsia2
GCA_006439715.1,hpAsia2
GCA_006439735.1,hpAsia2
GCA_006439915.1,hpAsia2
GCA_006440095.1,hpAsia2
GCA_006440345.1,hpAsia2
GCA_013623955.1,hpAsia2
GCA_013623975.1,hpAsia2
GCA_013624035.1,hpAsia2
GCA_013624055.1,hpAsia2
GCA_013624065.1,hpAsia2
GCA_013624135.1,hpAsia2
GCA_013624155.1,hpAsia2
GCA_013624245.1,hpAsia2
GCA_013624275.1,hpAsia2
GCA_013624315.1,hpAsia2
GCA_024405915.1,hpAsia2
GCA_024409265.1,hpAsia2
GCA_024413715.1,hpAsia2
HEL_CA3249AA_AS,hpAsia2
HEL_CA3254AA_AS,hpAsia2
HEL_CA6039AA_AS,hpAsia2
HEL_CA6045AA_AS,hpAsia2
Mandalay03,hpAsia2
Mandalay30,hpAsia2
Myanmar51,hpAsia2
Myanmar52,hpAsia2
Myanmar66,hpAsia2
NP04,hpAsia2
NP05_107,hpAsia2
NP05_112,hpAsia2
NP05_121,hpAsia2
NP05_272,hpAsia2
NP05_278,hpAsia2
Yangon142,hpAsia2
Yangon179,hpAsia2
HEL_AA6066AA_AS,hpAsia2_Eco
HEL_AA0320AA_AS,hpAsia2_Eco
HEL_AA4493AA_AS,hpAsia2_Eco
HEL_AA5923AA_AS,hpAsia2_Eco
HEL_AA5924AA_AS,hpAsia2_Eco
HEL_AA5926AA_AS,hpAsia2_Eco
HEL_AA5950AA_AS,hpAsia2_Eco
HEL_AA5954AA_AS,hpAsia2_Eco
HEL_AA5974AA_AS,hpAsia2_Eco
HEL_AA5977AA_AS,hpAsia2_Eco
HEL_AA5978AA_AS,hpAsia2_Eco
HEL_AA6012AA_AS,hpAsia2_Eco
HEL_AA6019AA_AS,hpAsia2_Eco
HEL_AA6033AA_AS,hpAsia2_Eco
HEL_AA6038AA_AS,hpAsia2_Eco
HEL_AA6042AA_AS,hpAsia2_Eco
HEL_AA6043AA_AS,hpAsia2_Eco
HEL_AA6063AA_AS,hpAsia2_Eco
HEL_AA6083AA_AS,hpAsia2_Eco
HEL_AA6086AA_AS,hpAsia2_Eco
HEL_AA7222AA_AS,hpAsia2_Eco
HEL_AA7242AA_AS,hpAsia2_Eco
HEL_AA7320AA_AS,hpAsia2_Eco
HEL_AA7340AA_AS,hpAsia2_Eco
HEL_AA7388AA_AS,hpAsia2_Eco
HEL_BA8813AA_AS,hpAsia2_Eco
HEL_BA9314AA_AS,hpAsia2_Eco
HEL_BA9450AA_AS,hpAsia2_Eco
HEL_BA9687AA_AS,hpAsia2_Eco
HEL_BA9741AA_AS,hpAsia2_Eco
HEL_BA9836AA_AS,hpAsia2_Eco
HEL_CA3314AA_AS,hpAsia2_Eco
HEL_CA4837AA_AS,hpAsia2_Eco
HEL_CA4840AA_AS,hpAsia2_Eco
CB57,hpAsia2_Eco
HEL_AA7224AA_AS,hpNorthAsia
HEL_AA7249AA_AS,hpNorthAsia
HEL_BA9256AA_AS,hpNorthAsia
HEL_BA9308AA_AS,hpNorthAsia
HEL_BA9348AA_AS,hpNorthAsia
HEL_BA9391AA_AS,hpNorthAsia
HEL_BA9479AA_AS,hpNorthAsia
HEL_BA9614AA_AS,hpNorthAsia
HEL_BA9735AA_AS,hpNorthAsia
HEL_BA9841AA_AS,hpNorthAsia
HEL_AA0357AA_AS,hpNorthAsia
HEL_AA0369AA_AS,hpNorthAsia
HEL_CA0051AA_AS,hpNorthAsia
HEL_CA4870AA_AS,hpNorthAsia
GCA_015904565.1,hpNorthAsia
GCA_016755755.1,hpNorthAsia
HEL_AA5957AA_AS,hpNorthAsia
HEL_AA6049AA_AS,hpNorthAsia
HEL_AA7284AA_AS,hpNorthAsia
HEL_AA7373AA_AS,hpNorthAsia
HEL_BA8832AA_AS,hpNorthAsia
HEL_BA8868AA_AS,hpNorthAsia
HEL_BA8875AA_AS,hpNorthAsia
HEL_BA8880AA_AS,hpNorthAsia
HEL_BA8883AA_AS,hpNorthAsia
HEL_BA8932AA_AS,hpNorthAsia
HEL_BA9016AA_AS,hpNorthAsia
HEL_BA9036AA_AS,hpNorthAsia
HEL_BA9080AA_AS,hpNorthAsia
HEL_BA9098AA_AS,hpNorthAsia
HEL_BA9130AA_AS,hpNorthAsia
HEL_BA9138AA_AS,hpNorthAsia
HEL_BA9160AA_AS,hpNorthAsia
HEL_BA9162AA_AS,hpNorthAsia
HEL_BA9163AA_AS,hpNorthAsia
HEL_BA9166AA_AS,hpNorthAsia
HEL_BA9220AA_AS,hpNorthAsia
HEL_BA9299AA_AS,hpNorthAsia
HEL_BA9341AA_AS,hpNorthAsia
HEL_BA9379AA_AS,hpNorthAsia
HEL_BA9390AA_AS,hpNorthAsia
HEL_BA9411AA_AS,hpNorthAsia
HEL_BA9454AA_AS,hpNorthAsia
HEL_BA9534AA_AS,hpNorthAsia
HEL_BA9537AA_AS,hpNorthAsia
HEL_BA9649AA_AS,hpNorthAsia
HEL_BA9656AA_AS,hpNorthAsia
HEL_BA9667AA_AS,hpNorthAsia
HEL_BA9736AA_AS,hpNorthAsia
HEL_BA9748AA_AS,hpNorthAsia
HEL_BA9752AA_AS,hpNorthAsia
HEL_BA9759AA_AS,hpNorthAsia
HEL_BA9780AA_AS,hpNorthAsia
HEL_BA9797AA_AS,hpNorthAsia
HEL_CA0410AA_AS,hpNorthAsia
HEL_CA0615AA_AS,hpNorthAsia
HEL_CA0617AA_AS,hpNorthAsia
HEL_CA5111AA_AS,hpNorthAsia
HEL_CA5280AA_AS,hpNorthAsia
GCA_015904435.1,hpNorthAsia
GCA_016747995.1,hpNorthAsia
GCA_016748085.1,hpNorthAsia
GCA_016748265.1,hpNorthAsia
GCA_016748415.1,hpNorthAsia
GCA_016748925.1,hpNorthAsia
GCA_016749715.1,hpNorthAsia
GCA_016755655.1,hpNorthAsia
GCA_016755695.1,hpNorthAsia
GCA_016755715.1,hpNorthAsia
GCA_016755735.1,hpNorthAsia
GCA_016755775.1,hpNorthAsia
GCA_016755795.1,hpNorthAsia
GCA_016755815.1,hpNorthAsia
GCA_016757575.1,hpNorthAsia
GCA_016757595.1,hpNorthAsia
HEL_BA9303AA_AS,hpSahul
GCA_008304175.1,hpSahul
HEL_AA7348AA_AS,hpSahul
HEL_AA7353AA_AS,hpSahul
HEL_BA8954AA_AS,hpSahul
HEL_BA9784AA_AS,hpSahul
HEL_CA5464AA_AS,hpSahul
HEL_CA5514AA_AS,hpSahul
HEL_CA5542AA_AS,hpSahul
GCA_008304625.1,hpSahul
HEL_BA9707AA_AS,hpSahul
GCA_008304195.1,hpSahul
GCA_008304245.1,hpSahul
GCA_008304385.1,hpSahul
GCA_008304565.1,hpSahul
GCA_008304575.1,hpSahul
HEL_AA0315AA_AS,hpSahul
HEL_AA0317AA_AS,hpSahul
HEL_AA5952AA_AS,hpSahul
HEL_AA6010AA_AS,hpSahul
HEL_AA6024AA_AS,hpSahul
HEL_AA7239AA_AS,hpSahul
HEL_AA7261AA_AS,hpSahul
HEL_AA7281AA_AS,hpSahul
HEL_AA7330AA_AS,hpSahul
HEL_BA9236AA_AS,hpSahul
HEL_BA9332AA_AS,hpSahul
HEL_BA9408AA_AS,hpSahul
HEL_BA9658AA_AS,hpSahul
HEL_BA9674AA_AS,hpSahul
HEL_BA9842AA_AS,hpSahul
HEL_CA4500AA_AS,hpSahul
HEL_CA5497AA_AS,hpSahul
HEL_CA5555AA_AS,hpSahul
HEL_CA5565AA_AS,hpSahul
HEL_CA5566AA_AS,hpSahul
HEL_CA5652AA_AS,hpSahul
HEL_CA5657AA_AS,hpSahul
HEL_CA5660AA_AS,hpSahul
GCA_008304225.1,hpSahul
GCA_008304265.1,hpSahul
GCA_008304285.1,hpSahul
GCA_008304295.1,hpSahul
GCA_008304325.1,hpSahul
GCA_008304335.1,hpSahul
GCA_008304365.1,hpSahul
GCA_008304405.1,hpSahul
GCA_008304425.1,hpSahul
GCA_008304445.1,hpSahul
GCA_008304485.1,hpSahul
HEL_AA7220AA_AS,hpSiberia
HEL_AA7247AA_AS,hpSiberia
HEL_BA8921AA_AS,hpSiberia
HEL_BA9063AA_AS,hpSiberia
HEL_BA9415AA_AS,hpSiberia
HEL_BA9451AA_AS,hpSiberia
HEL_BA9626AA_AS,hpSiberia
HEL_BA9775AA_AS,hpSiberia
HEL_BA9776AA_AS,hpSiberia
HEL_BA9538AA_AS,hpSiberia
HEL_AA7241AA_AS,hpSiberia
HEL_AA7365AA_AS,hpSiberia
GCA_016749815.1,hpSiberia
GCA_016755615.1,hpSiberia
HEL_BA9266AA_AS,hpSiberia
HEL_AA7311AA_AS,hpSiberia
HEL_AA7343AA_AS,hpSiberia
HEL_BA8849AA_AS,hpSiberia
HEL_BA9070AA_AS,hpSiberia
HEL_BA9584AA_AS,hpSiberia
HEL_BA9722AA_AS,hpSiberia
HEL_BA9746AA_AS,hpSiberia
HEL_AA5934AA_AS,hpSiberia
HEL_AA5947AA_AS,hpSiberia
HEL_AA5959AA_AS,hpSiberia
HEL_AA5961AA_AS,hpSiberia
HEL_AA5994AA_AS,hpSiberia
HEL_AA5995AA_AS,hpSiberia
HEL_AA6051AA_AS,hpSiberia
HEL_AA6057AA_AS,hpSiberia
HEL_AA6089AA_AS,hpSiberia
HEL_AA6091AA_AS,hpSiberia
HEL_AA6092AA_AS,hpSiberia
HEL_AA7221AA_AS,hpSiberia
HEL_AA7226AA_AS,hpSiberia
HEL_AA7243AA_AS,hpSiberia
HEL_AA7246AA_AS,hpSiberia
HEL_AA7250AA_AS,hpSiberia
HEL_AA7252AA_AS,hpSiberia
HEL_AA7264AA_AS,hpSiberia
HEL_AA7274AA_AS,hpSiberia
HEL_AA7282AA_AS,hpSiberia
HEL_AA7295AA_AS,hpSiberia
HEL_AA7314AA_AS,hpSiberia
HEL_AA7332AA_AS,hpSiberia
HEL_AA7357AA_AS,hpSiberia
HEL_AA7367AA_AS,hpSiberia
HEL_AA7372AA_AS,hpSiberia
HEL_AA7380AA_AS,hpSiberia
HEL_BA8279AA_AS,hpSiberia
HEL_BA8812AA_AS,hpSiberia
HEL_BA8814AA_AS,hpSiberia
HEL_BA8815AA_AS,hpSiberia
HEL_BA8823AA_AS,hpSiberia
HEL_BA8825AA_AS,hpSiberia
HEL_BA8829AA_AS,hpSiberia
HEL_BA8830AA_AS,hpSiberia
HEL_BA8842AA_AS,hpSiberia
HEL_BA8847AA_AS,hpSiberia
HEL_BA8856AA_AS,hpSiberia
HEL_BA8858AA_AS,hpSiberia
HEL_BA8860AA_AS,hpSiberia
HEL_BA8861AA_AS,hpSiberia
HEL_BA8872AA_AS,hpSiberia
HEL_BA8889AA_AS,hpSiberia
HEL_BA8911AA_AS,hpSiberia
HEL_BA8914AA_AS,hpSiberia
HEL_BA8915AA_AS,hpSiberia
HEL_BA8956AA_AS,hpSiberia
HEL_BA8957AA_AS,hpSiberia
HEL_BA8958AA_AS,hpSiberia
HEL_BA8959AA_AS,hpSiberia
HEL_BA8962AA_AS,hpSiberia
HEL_BA8976AA_AS,hpSiberia
HEL_BA8993AA_AS,hpSiberia
HEL_BA9018AA_AS,hpSiberia
HEL_BA9027AA_AS,hpSiberia
HEL_BA9032AA_AS,hpSiberia
HEL_BA9037AA_AS,hpSiberia
HEL_BA9042AA_AS,hpSiberia
HEL_BA9047AA_AS,hpSiberia
HEL_BA9049AA_AS,hpSiberia
HEL_BA9058AA_AS,hpSiberia
HEL_BA9059AA_AS,hpSiberia
HEL_BA9079AA_AS,hpSiberia
HEL_BA9085AA_AS,hpSiberia
HEL_BA9095AA_AS,hpSiberia
HEL_BA9096AA_AS,hpSiberia
HEL_BA9115AA_AS,hpSiberia
HEL_BA9129AA_AS,hpSiberia
HEL_BA9140AA_AS,hpSiberia
HEL_BA9153AA_AS,hpSiberia
HEL_BA9167AA_AS,hpSiberia
HEL_BA9170AA_AS,hpSiberia
HEL_BA9175AA_AS,hpSiberia
HEL_BA9176AA_AS,hpSiberia
HEL_BA9184AA_AS,hpSiberia
HEL_BA9208AA_AS,hpSiberia
HEL_BA9209AA_AS,hpSiberia
HEL_BA9218AA_AS,hpSiberia
HEL_BA9244AA_AS,hpSiberia
HEL_BA9249AA_AS,hpSiberia
HEL_BA9253AA_AS,hpSiberia
HEL_BA9259AA_AS,hpSiberia
HEL_BA9261AA_AS,hpSiberia
HEL_BA9301AA_AS,hpSiberia
HEL_BA9302AA_AS,hpSiberia
HEL_BA9304AA_AS,hpSiberia
HEL_BA9315AA_AS,hpSiberia
HEL_BA9321AA_AS,hpSiberia
HEL_BA9333AA_AS,hpSiberia
HEL_BA9339AA_AS,hpSiberia
HEL_BA9347AA_AS,hpSiberia
HEL_BA9354AA_AS,hpSiberia
HEL_BA9383AA_AS,hpSiberia
HEL_BA9398AA_AS,hpSiberia
HEL_BA9404AA_AS,hpSiberia
HEL_BA9406AA_AS,hpSiberia
HEL_BA9407AA_AS,hpSiberia
HEL_BA9410AA_AS,hpSiberia
HEL_BA9437AA_AS,hpSiberia
HEL_BA9440AA_AS,hpSiberia
HEL_BA9443AA_AS,hpSiberia
HEL_BA9445AA_AS,hpSiberia
HEL_BA9471AA_AS,hpSiberia
HEL_BA9476AA_AS,hpSiberia
HEL_BA9483AA_AS,hpSiberia
HEL_BA9487AA_AS,hpSiberia
HEL_BA9544AA_AS,hpSiberia
HEL_BA9545AA_AS,hpSiberia
HEL_BA9546AA_AS,hpSiberia
HEL_BA9556AA_AS,hpSiberia
HEL_BA9562AA_AS,hpSiberia
HEL_BA9564AA_AS,hpSiberia
HEL_BA9566AA_AS,hpSiberia
HEL_BA9568AA_AS,hpSiberia
HEL_BA9569AA_AS,hpSiberia
HEL_BA9571AA_AS,hpSiberia
HEL_BA9575AA_AS,hpSiberia
HEL_BA9576AA_AS,hpSiberia
HEL_BA9592AA_AS,hpSiberia
HEL_BA9603AA_AS,hpSiberia
HEL_BA9605AA_AS,hpSiberia
HEL_BA9606AA_AS,hpSiberia
HEL_BA9607AA_AS,hpSiberia
HEL_BA9608AA_AS,hpSiberia
HEL_BA9611AA_AS,hpSiberia
HEL_BA9612AA_AS,hpSiberia
HEL_BA9627AA_AS,hpSiberia
HEL_BA9628AA_AS,hpSiberia
HEL_BA9636AA_AS,hpSiberia
HEL_BA9640AA_AS,hpSiberia
HEL_BA9641AA_AS,hpSiberia
HEL_BA9650AA_AS,hpSiberia
HEL_BA9651AA_AS,hpSiberia
HEL_BA9653AA_AS,hpSiberia
HEL_BA9671AA_AS,hpSiberia
HEL_BA9676AA_AS,hpSiberia
HEL_BA9686AA_AS,hpSiberia
HEL_BA9690AA_AS,hpSiberia
HEL_BA9706AA_AS,hpSiberia
HEL_BA9732AA_AS,hpSiberia
HEL_BA9739AA_AS,hpSiberia
HEL_BA9760AA_AS,hpSiberia
HEL_BA9761AA_AS,hpSiberia
HEL_BA9770AA_AS,hpSiberia
HEL_BA9773AA_AS,hpSiberia
HEL_BA9774AA_AS,hpSiberia
HEL_BA9807AA_AS,hpSiberia
HEL_BA9814AA_AS,hpSiberia
HEL_BA9837AA_AS,hpSiberia
HEL_BA9838AA_AS,hpSiberia
HEL_CA0258AA_AS,hpSiberia
HEL_CA0261AA_AS,hpSiberia
HEL_CA0264AA_AS,hpSiberia
HEL_CA0266AA_AS,hpSiberia
HEL_CA0270AA_AS,hpSiberia
HEL_CA0278AA_AS,hpSiberia
HEL_CA0285AA_AS,hpSiberia
HEL_CA0289AA_AS,hpSiberia
HEL_CA4655AA_AS,hpSiberia
HEL_CA4665AA_AS,hpSiberia
HEL_CA4675AA_AS,hpSiberia
HEL_CA5146AA_AS,hpSiberia
HEL_CA5162AA_AS,hpSiberia
HEL_CA5762AA_AS,hpSiberia
HEL_CA6210AA_AS,hpSiberia
GCA_014496865.1,hpSiberia
GCA_014496885.1,hpSiberia
GCA_014496905.1,hpSiberia
GCA_014498555.1,hpSiberia
GCA_016755675.1,hpSiberia
GCA_016757555.1,hpSiberia
HEL_BA9830AA_AS,hpSiberia
HEL_AA7337AA_AS,hspIndigenousNAmerica
GCA_014498605.1,hspIndigenousNAmerica
HEL_BA9669AA_AS,hspIndigenousNAmerica
HEL_BA9778AA_AS,hspIndigenousNAmerica
GCA_014497495.1,hspIndigenousNAmerica
GCA_014497585.1,hspIndigenousNAmerica
GCA_014498465.1,hspIndigenousNAmerica
GCA_014498475.1,hspIndigenousNAmerica
